0.0 	1.0	0.0	-2.5860532068485732e-17	0.0	-2.509858598950547e-17	0.0	-8.783069273710706e-19	0.0	
0.003 	0.999989583359375	-7.460362122646162e-20	1.0416640625002102e-05	0.0024999635416666673	1.0416640624987633e-05	-0.0024999635416666673	1.0416640625003832e-05	-1.0498297410074049e-19	
0.005 	0.9999666676802044	2.991157335126349e-20	3.3332156943943754e-05	0.004999679670886499	3.333215694392121e-05	-0.004999679670886499	3.3332319795602196e-05	7.616533604222763e-20	
0.007 	0.9999312548831181	-2.571758335883616e-19	6.874359585895876e-05	0.007498984341853489	6.874359585895692e-05	-0.007498984341853489	6.874511688193635e-05	-3.792551501671103e-19	
0.01 	0.9998833477087277	-1.7255817442467474e-19	0.00011664583655834997	0.00999771357539089	0.00011664583655835988	-0.00999771357539089	0.00011665229127236328	-2.7754396452176075e-20	
0.013 	0.9998229497171461	-2.991743547182878e-20	0.00017703159284858518	0.012495703494179009	0.0001770315928485705	-0.012495703494179009	0.00017705028285391344	-3.98656613016618e-20	
0.015 	0.9997500652873321	2.81145898916447e-19	0.0002498914167899655	0.014992790357918902	0.000249891416789993	-0.014992790357918902	0.0002499347126678804	1.4178207156942702e-19	
0.018 	0.9996646996162588	-3.497081326450479e-19	0.0003352137036318263	0.01748881059840531	0.0003352137036317608	-0.01748881059840531	0.00033530038374113193	2.2037756436269384e-19	
0.02 	0.9995668587179076	-7.266887963874291e-19	0.000432984698041901	0.019983600854482288	0.000432984698041868	-0.01998360085448229	0.0004331412820923519	-5.993397659781409e-19	
0.022 	0.9994565494220876	3.142197220746354e-19	0.0005431885016225562	0.022476998006855188	0.000543188501622571	-0.022476998006855188	0.0005434505779123325	-8.487046795389358e-19	
0.025 	0.9993337793730822	8.086640188219805e-19	0.0006658070817045454	0.024968839212732758	0.0006658070817045226	-0.024968839212732758	0.000666220626917869	-4.095502499721354e-19	
0.028 	0.9991985570281222	6.03532406749357e-19	0.0008008202814082219	0.027458961940273446	0.0008008202814082027	-0.027458961940273446	0.0008014429718777834	3.571809087727676e-19	
0.03 	0.9990508916556895	1.2071894519921576e-18	0.0009482058309606513	0.029947204002810247	0.0009482058309606263	-0.029947204002810247	0.0009491083443104946	1.2350701533096593e-18	
0.033 	0.9988907933336484	-1.4093730947923063e-19	0.0011079393602546534	0.03243340359282866	0.001107939360254656	-0.03243340359282866	0.0011092066663516127	3.043184430193814e-19	
0.035 	0.9987182729472098	5.769288025500002e-19	0.0012799944126349755	0.03491739931567279	0.001279994412634951	-0.03491739931567279	0.0012817270527901601	-5.610402128067779e-19	
0.037 	0.9985333421867275	-1.293939583044522e-18	0.0014643424598956307	0.037399030222954883	0.001464342459895616	-0.03739903022295488	0.0014666578132724356	-2.4086556428910314e-18	
0.04 	0.9983360135453285	5.058408274408802e-19	0.0016609529184704144	0.03987813584564403	0.0016609529184703938	-0.03987813584564403	0.0016639864546712964	-4.064112695960898e-19	
